Rang,id,area_ha,area_km2,mean_suit,max_suit,annual_gwh,winter_gwh,gwh_per_ha,E_lv95,N_lv95
1,601,14.9,0.15,0.843,0.87,44.4,21.9,2.985,2794322,1165738
2,217,39.7,0.4,0.842,0.89,115.9,58.9,2.921,2815498,1188079
3,1063,157.8,1.58,0.841,0.907,462.8,238.7,2.933,2814125,1188125
4,1070,167.2,1.67,0.829,0.895,489.0,252.0,2.925,2810021,1185907
5,690,10.0,0.1,0.827,0.87,28.7,13.6,2.872,2748087,1160680
6,1061,278.1,2.78,0.826,0.898,801.2,404.6,2.881,2817267,1189739
7,549,18.1,0.18,0.825,0.861,53.1,25.9,2.941,2795781,1168507
8,638,233.4,2.33,0.824,0.874,675.8,328.0,2.895,2788295,1163101
9,305,187.0,1.87,0.823,0.892,553.1,287.3,2.958,2798738,1182568
10,678,117.8,1.18,0.821,0.903,340.8,165.7,2.892,2703159,1160459
11,646,13.4,0.13,0.821,0.871,39.3,18.7,2.925,2791805,1163489
12,743,106.1,1.06,0.821,0.89,314.5,158.7,2.964,2737657,1158442
13,388,20.2,0.2,0.819,0.886,58.0,30.3,2.867,2803624,1178227
14,544,28.2,0.28,0.817,0.863,82.2,40.3,2.917,2696586,1168731
15,80,194.0,1.94,0.817,0.882,562.3,288.3,2.899,2827541,1198341
16,1087,181.5,1.82,0.817,0.892,531.5,261.4,2.928,2706852,1175649
17,745,20.6,0.21,0.817,0.862,59.2,28.1,2.872,2744407,1158688
18,465,137.9,1.38,0.817,0.911,403.5,201.3,2.925,2702104,1172923
19,837,115.9,1.16,0.817,0.864,334.1,159.8,2.883,2781488,1152161
20,1105,241.0,2.41,0.817,0.879,709.3,353.5,2.943,2786125,1163056
21,543,43.9,0.44,0.816,0.877,124.4,58.5,2.832,2777938,1168471
22,1064,139.6,1.4,0.816,0.899,408.7,211.8,2.927,2812732,1187897
23,1060,147.8,1.48,0.815,0.884,429.8,218.7,2.908,2819742,1191158
24,232,11.9,0.12,0.815,0.842,33.7,15.9,2.827,2735806,1187182
25,91,76.1,0.76,0.814,0.857,208.1,98.6,2.736,2785640,1197468
26,259,26.1,0.26,0.813,0.847,71.8,32.6,2.756,2729655,1185280
27,836,17.3,0.17,0.813,0.858,48.6,22.4,2.809,2783008,1152986
28,756,61.1,0.61,0.813,0.89,181.5,93.6,2.972,2736454,1158060
29,1075,246.4,2.46,0.813,0.874,703.7,332.9,2.856,2719318,1181203
30,225,208.5,2.08,0.812,0.895,627.7,334.8,3.011,2808503,1186940
31,814,12.3,0.12,0.811,0.866,35.5,17.4,2.883,2788256,1154160
32,576,18.2,0.18,0.811,0.876,54.3,27.3,2.973,2705933,1167059
33,533,18.2,0.18,0.81,0.867,53.3,26.8,2.931,2796339,1169429
34,187,18.2,0.18,0.81,0.838,50.5,24.4,2.777,2819983,1190226
35,459,69.1,0.69,0.81,0.89,203.1,101.2,2.939,2704253,1174089
36,216,238.8,2.39,0.81,0.879,684.2,341.6,2.865,2787323,1187855
37,483,218.5,2.18,0.81,0.911,618.3,300.9,2.83,2699780,1172277
38,154,239.9,2.4,0.81,0.898,713.4,374.8,2.974,2815791,1190977
39,872,49.4,0.49,0.809,0.873,136.0,63.3,2.752,2736147,1147747
40,92,10.9,0.11,0.809,0.84,30.2,14.8,2.758,2828616,1197680
41,763,118.6,1.19,0.809,0.876,342.3,164.8,2.887,2735879,1156637
42,734,10.6,0.11,0.809,0.851,30.7,15.0,2.889,2702660,1159125
43,640,11.3,0.11,0.808,0.856,31.6,14.4,2.795,2730951,1163671
44,644,78.8,0.79,0.808,0.885,223.9,109.5,2.841,2780595,1163359
45,759,65.8,0.66,0.808,0.86,186.4,87.0,2.832,2785382,1157826
46,242,20.4,0.2,0.808,0.853,55.1,24.7,2.694,2729125,1186426
47,1069,194.6,1.95,0.807,0.892,551.5,274.6,2.835,2808121,1185406
48,765,113.3,1.13,0.806,0.873,325.9,152.6,2.876,2733952,1156553
49,579,28.1,0.28,0.805,0.881,81.4,39.6,2.895,2700476,1166814
50,1109,132.8,1.33,0.804,0.88,384.3,186.5,2.895,2755072,1161043
51,503,19.7,0.2,0.804,0.86,56.0,26.5,2.846,2704667,1171868
52,417,22.2,0.22,0.804,0.848,61.8,30.9,2.779,2804672,1176818
53,627,169.3,1.69,0.804,0.885,489.8,243.2,2.893,2768897,1163665
54,1076,164.2,1.64,0.803,0.893,458.2,220.2,2.79,2800257,1182179
55,768,11.8,0.12,0.803,0.847,32.2,15.0,2.742,2785496,1156909
56,1110,140.9,1.41,0.803,0.902,408.3,195.3,2.898,2702162,1160901
57,607,172.1,1.72,0.802,0.885,496.4,239.2,2.884,2737331,1164094
58,663,30.9,0.31,0.802,0.859,84.9,37.9,2.748,2789218,1162102
59,717,200.9,2.01,0.801,0.892,577.5,281.1,2.875,2740523,1158239
60,509,25.8,0.26,0.801,0.852,71.8,33.8,2.789,2755660,1171535
61,659,110.0,1.1,0.801,0.886,302.0,136.1,2.745,2776085,1162296
62,290,24.9,0.25,0.801,0.876,70.4,34.8,2.822,2802600,1183942
63,284,35.3,0.35,0.801,0.847,100.0,49.4,2.832,2804777,1184289
64,600,87.8,0.88,0.8,0.855,240.8,114.6,2.745,2767376,1165327
65,833,166.8,1.67,0.8,0.876,461.9,208.4,2.769,2770382,1152568
66,1107,219.8,2.2,0.8,0.862,625.0,293.9,2.844,2729167,1161626
67,478,77.9,0.78,0.8,0.874,225.0,113.3,2.886,2798397,1173006
68,610,199.3,1.99,0.8,0.872,571.9,273.3,2.869,2730577,1164595
69,1044,195.4,1.95,0.799,0.878,566.9,292.5,2.901,2826200,1198008
70,909,20.6,0.21,0.799,0.874,58.1,27.0,2.819,2800012,1144017
71,301,249.4,2.49,0.799,0.877,680.3,317.0,2.728,2776929,1182107
72,786,249.2,2.49,0.798,0.876,728.8,362.8,2.925,2783256,1155278
73,441,42.7,0.43,0.797,0.855,120.4,57.2,2.821,2759083,1175033
74,525,114.0,1.14,0.797,0.872,335.1,170.0,2.94,2795335,1169808
75,588,228.2,2.28,0.797,0.865,653.1,322.0,2.861,2791654,1165693
76,620,249.6,2.5,0.797,0.857,702.9,333.6,2.816,2789665,1164369
77,758,54.9,0.55,0.797,0.871,154.5,71.9,2.811,2739509,1157409
78,937,35.4,0.35,0.796,0.862,99.9,47.8,2.818,2771000,1140927
79,1099,181.9,1.82,0.796,0.854,507.6,228.8,2.79,2748117,1165040
80,911,14.3,0.14,0.796,0.875,40.5,18.5,2.827,2799125,1143788
81,1053,85.8,0.86,0.795,0.84,235.7,105.6,2.747,2734452,1188598
82,1059,206.3,2.06,0.795,0.885,606.6,314.5,2.94,2818054,1191663
83,317,54.3,0.54,0.795,0.843,152.9,74.2,2.815,2783846,1182001
84,197,33.5,0.34,0.795,0.887,96.7,49.3,2.888,2814769,1189705
85,657,12.2,0.12,0.794,0.841,34.6,16.4,2.826,2790451,1162677
86,276,94.0,0.94,0.794,0.866,266.2,131.2,2.831,2778721,1184368
87,551,10.6,0.11,0.794,0.834,30.5,14.7,2.873,2694846,1168327
88,567,188.7,1.89,0.794,0.861,543.9,268.2,2.882,2793329,1166937
89,653,242.1,2.42,0.794,0.885,694.0,334.3,2.867,2747811,1162321
90,486,37.8,0.38,0.793,0.849,107.3,50.1,2.839,2714097,1172660
91,624,234.4,2.34,0.793,0.859,672.1,332.8,2.867,2756290,1163703
92,1080,180.1,1.8,0.793,0.876,510.9,242.7,2.836,2715285,1179844
93,1052,76.8,0.77,0.793,0.854,203.7,89.6,2.652,2731946,1188409
94,234,102.7,1.03,0.793,0.865,285.1,128.2,2.777,2730262,1186382
95,275,231.2,2.31,0.793,0.88,642.5,309.8,2.779,2777811,1183838
96,871,17.8,0.18,0.793,0.848,48.5,23.7,2.724,2735497,1147974
97,1100,154.9,1.55,0.793,0.886,434.8,205.3,2.807,2736017,1164769
98,968,165.6,1.66,0.793,0.866,480.9,234.2,2.905,2764509,1137338
99,570,11.0,0.11,0.793,0.877,31.2,15.1,2.837,2700888,1167303
100,575,10.4,0.1,0.793,0.888,29.8,15.0,2.872,2709471,1167243
101,661,246.3,2.46,0.792,0.879,717.0,350.8,2.911,2727222,1160050
102,536,37.1,0.37,0.792,0.863,105.2,49.4,2.837,2776949,1169100
103,482,28.6,0.29,0.792,0.842,78.9,35.4,2.755,2741939,1172953
104,591,89.5,0.9,0.792,0.878,256.0,123.5,2.861,2705541,1165892
105,293,67.6,0.68,0.792,0.859,183.5,83.6,2.715,2768145,1183593
106,451,113.0,1.13,0.792,0.897,326.7,160.8,2.891,2702779,1174065
107,404,20.3,0.2,0.792,0.868,54.7,26.1,2.692,2803405,1177318
108,333,228.2,2.28,0.792,0.889,636.7,297.7,2.789,2712929,1178451
109,732,18.6,0.19,0.792,0.85,51.2,23.6,2.75,2766224,1158939
110,457,64.4,0.64,0.792,0.879,183.6,91.8,2.852,2800085,1173906
111,553,75.2,0.75,0.791,0.884,212.3,100.9,2.821,2695826,1167729
112,557,131.7,1.32,0.79,0.838,372.7,170.4,2.83,2748407,1166814
113,143,197.0,1.97,0.79,0.859,515.3,221.4,2.616,2731888,1190629
114,688,246.9,2.47,0.79,0.89,718.1,364.1,2.908,2742839,1160101
115,1129,214.5,2.14,0.79,0.865,615.1,297.8,2.868,2762036,1136731
116,697,27.9,0.28,0.79,0.868,79.0,36.8,2.833,2749509,1160407
117,389,195.4,1.95,0.79,0.89,554.5,268.2,2.837,2709101,1177791
118,473,13.4,0.13,0.79,0.832,37.1,16.7,2.776,2741998,1173406
119,1083,151.3,1.51,0.789,0.884,417.2,193.6,2.757,2709141,1176348
120,584,49.4,0.49,0.789,0.892,143.0,68.4,2.892,2703458,1166500
121,1103,193.0,1.93,0.789,0.872,528.1,239.2,2.736,2781252,1162057
122,1094,145.2,1.45,0.789,0.837,421.0,199.5,2.899,2726411,1171270
123,851,195.2,1.95,0.789,0.871,558.0,269.2,2.859,2771775,1149173
